[ 2025-04-13 16:58:24,017 ] 148 numexpr.utils - INFO - Note: NumExpr detected 12 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
[ 2025-04-13 16:58:24,017 ] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2025-04-13 16:58:26,301 ] 62 root - INFO - Initiate the Data Ingestion
[ 2025-04-13 16:58:39,208 ] 80 root - INFO - Performed Train Test Split on the DataFrame
[ 2025-04-13 16:58:39,208 ] 82 root - INFO - Exited split_data_as_train_test method from Data_Ingestion Class
[ 2025-04-13 16:58:39,209 ] 87 root - INFO - Exporting Train & Test file Path.
[ 2025-04-13 16:58:39,323 ] 97 root - INFO - Exported train and test file path.
[ 2025-04-13 16:58:39,329 ] 65 root - INFO - Data Ingestion Completed
[ 2025-04-13 16:58:39,335 ] 71 root - INFO - Initiate the Data Validation
[ 2025-04-13 16:58:39,415 ] 35 root - INFO - Required Number of Columns 2
[ 2025-04-13 16:58:39,415 ] 36 root - INFO - Data Frame has colums: 32
[ 2025-04-13 16:58:39,415 ] 35 root - INFO - Required Number of Columns 2
[ 2025-04-13 16:58:39,415 ] 36 root - INFO - Data Frame has colums: 32
[ 2025-04-13 16:58:39,694 ] 73 root - INFO - Data Validation Completed
[ 2025-04-13 16:58:39,694 ] 78 root - INFO - Initiate the Data Transformation
[ 2025-04-13 16:58:39,694 ] 59 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-04-13 16:58:39,694 ] 61 root - INFO - Starting data transformation
[ 2025-04-13 16:58:39,797 ] 44 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-04-13 16:58:39,798 ] 49 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
