[ 2025-04-13 17:07:43,205 ] 148 numexpr.utils - INFO - Note: NumExpr detected 12 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
[ 2025-04-13 17:07:43,205 ] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2025-04-13 17:07:45,318 ] 62 root - INFO - Initiate the Data Ingestion
[ 2025-04-13 17:07:55,423 ] 80 root - INFO - Performed Train Test Split on the DataFrame
[ 2025-04-13 17:07:55,423 ] 82 root - INFO - Exited split_data_as_train_test method from Data_Ingestion Class
[ 2025-04-13 17:07:55,423 ] 87 root - INFO - Exporting Train & Test file Path.
[ 2025-04-13 17:07:55,524 ] 97 root - INFO - Exported train and test file path.
[ 2025-04-13 17:07:55,524 ] 65 root - INFO - Data Ingestion Completed
[ 2025-04-13 17:07:55,542 ] 71 root - INFO - Initiate the Data Validation
[ 2025-04-13 17:07:55,624 ] 35 root - INFO - Required Number of Columns 2
[ 2025-04-13 17:07:55,624 ] 36 root - INFO - Data Frame has colums: 32
[ 2025-04-13 17:07:55,624 ] 35 root - INFO - Required Number of Columns 2
[ 2025-04-13 17:07:55,624 ] 36 root - INFO - Data Frame has colums: 32
[ 2025-04-13 17:07:55,851 ] 73 root - INFO - Data Validation Completed
[ 2025-04-13 17:07:55,851 ] 78 root - INFO - Initiate the Data Transformation
[ 2025-04-13 17:07:55,851 ] 59 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-04-13 17:07:55,851 ] 61 root - INFO - Starting data transformation
[ 2025-04-13 17:07:55,960 ] 44 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-04-13 17:07:55,960 ] 49 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-04-13 17:07:55,983 ] 64 root - INFO - Entered the save_object method of MainUtils class
[ 2025-04-13 17:07:55,995 ] 68 root - INFO - Exited the save_object method of MainUtils class
[ 2025-04-13 17:07:55,995 ] 64 root - INFO - Entered the save_object method of MainUtils class
[ 2025-04-13 17:07:56,001 ] 68 root - INFO - Exited the save_object method of MainUtils class
[ 2025-04-13 17:07:56,001 ] 81 root - INFO - Data Transformation Completed
