[ 2025-04-13 16:32:27,219 ] 148 numexpr.utils - INFO - Note: NumExpr detected 12 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
[ 2025-04-13 16:32:27,219 ] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2025-04-13 16:32:29,386 ] 62 root - INFO - Initiate the Data Ingestion
[ 2025-04-13 16:32:43,525 ] 80 root - INFO - Performed Train Test Split on the DataFrame
[ 2025-04-13 16:32:43,525 ] 82 root - INFO - Exited split_data_as_train_test method from Data_Ingestion Class
[ 2025-04-13 16:32:43,526 ] 87 root - INFO - Exporting Train & Test file Path.
[ 2025-04-13 16:32:43,667 ] 97 root - INFO - Exported train and test file path.
[ 2025-04-13 16:32:43,674 ] 65 root - INFO - Data Ingestion Completed
[ 2025-04-13 16:32:43,684 ] 71 root - INFO - Initiate the Data Validation
[ 2025-04-13 16:32:43,766 ] 35 root - INFO - Required Number of Columns 2
[ 2025-04-13 16:32:43,766 ] 36 root - INFO - Data Frame has colums: 32
[ 2025-04-13 16:32:43,766 ] 35 root - INFO - Required Number of Columns 2
[ 2025-04-13 16:32:43,766 ] 36 root - INFO - Data Frame has colums: 32
[ 2025-04-13 16:32:44,051 ] 73 root - INFO - Data Validation Completed
[ 2025-04-13 16:32:44,051 ] 78 root - INFO - Initiate the Data Transformation
[ 2025-04-13 16:32:44,051 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-04-13 16:32:44,051 ] 65 root - INFO - Starting data transformation
