[ 2025-04-13 15:56:37,383 ] 148 numexpr.utils - INFO - Note: NumExpr detected 12 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
[ 2025-04-13 15:56:37,383 ] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2025-04-13 15:56:39,713 ] 62 root - INFO - Initiate the Data Ingestion
[ 2025-04-13 15:56:50,800 ] 80 root - INFO - Performed Train Test Split on the DataFrame
[ 2025-04-13 15:56:50,800 ] 82 root - INFO - Exited split_data_as_train_test method from Data_Ingestion Class
[ 2025-04-13 15:56:50,801 ] 87 root - INFO - Exporting Train & Test file Path.
[ 2025-04-13 15:56:50,971 ] 97 root - INFO - Exported train and test file path.
[ 2025-04-13 15:56:50,982 ] 65 root - INFO - Data Ingestion Completed
[ 2025-04-13 15:56:50,990 ] 71 root - INFO - Initiate the Data Validation
[ 2025-04-13 15:56:51,094 ] 35 root - INFO - Required Number of Columns 2
[ 2025-04-13 15:56:51,094 ] 36 root - INFO - Data Frame has colums: 32
[ 2025-04-13 15:56:51,094 ] 35 root - INFO - Required Number of Columns 2
[ 2025-04-13 15:56:51,100 ] 36 root - INFO - Data Frame has colums: 32
