[ 2025-04-13 16:40:15,062 ] 148 numexpr.utils - INFO - Note: NumExpr detected 12 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
[ 2025-04-13 16:40:15,063 ] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2025-04-13 16:40:17,112 ] 62 root - INFO - Initiate the Data Ingestion
[ 2025-04-13 16:40:28,363 ] 80 root - INFO - Performed Train Test Split on the DataFrame
[ 2025-04-13 16:40:28,364 ] 82 root - INFO - Exited split_data_as_train_test method from Data_Ingestion Class
[ 2025-04-13 16:40:28,364 ] 87 root - INFO - Exporting Train & Test file Path.
[ 2025-04-13 16:40:28,531 ] 97 root - INFO - Exported train and test file path.
[ 2025-04-13 16:40:28,539 ] 65 root - INFO - Data Ingestion Completed
[ 2025-04-13 16:40:28,546 ] 71 root - INFO - Initiate the Data Validation
[ 2025-04-13 16:40:28,641 ] 35 root - INFO - Required Number of Columns 2
[ 2025-04-13 16:40:28,641 ] 36 root - INFO - Data Frame has colums: 32
[ 2025-04-13 16:40:28,641 ] 35 root - INFO - Required Number of Columns 2
[ 2025-04-13 16:40:28,641 ] 36 root - INFO - Data Frame has colums: 32
[ 2025-04-13 16:40:29,011 ] 73 root - INFO - Data Validation Completed
[ 2025-04-13 16:40:29,012 ] 78 root - INFO - Initiate the Data Transformation
[ 2025-04-13 16:40:29,012 ] 59 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-04-13 16:40:29,012 ] 61 root - INFO - Starting data transformation
