[ 2025-04-13 13:25:35,749 ] 37 root - INFO - Initiate the Data Ingestion
[ 2025-04-13 13:25:47,706 ] 80 root - INFO - Performed Train Test Split on the DataFrame
[ 2025-04-13 13:25:47,706 ] 82 root - INFO - Exited split_data_as_train_test method from Data_Ingestion Class
[ 2025-04-13 13:25:47,706 ] 87 root - INFO - Exporting Train & Test file Path.
[ 2025-04-13 13:25:47,819 ] 97 root - INFO - Exported train and test file path.
[ 2025-04-13 13:25:47,827 ] 40 root - INFO - Data Ingestion Completed
[ 2025-04-13 13:25:47,833 ] 46 root - INFO - Initiate the Data Validation
[ 2025-04-13 13:25:47,884 ] 35 root - INFO - Required Number of Columns 2
[ 2025-04-13 13:25:47,884 ] 36 root - INFO - Data Frame has colums: 32
[ 2025-04-13 13:25:47,884 ] 35 root - INFO - Required Number of Columns 2
[ 2025-04-13 13:25:47,884 ] 36 root - INFO - Data Frame has colums: 32
